Date,Open,High,Low,Close,Volume,Adj Close
2017-02-01,4750.00,4750.00,4750.00,4750.00,000,4750.00
2017-01-31,4750.00,4870.00,4750.00,4750.00,4100,4750.00
2017-01-30,4550.00,4550.00,4550.00,4550.00,000,4550.00
2017-01-27,4550.00,4550.00,4550.00,4550.00,000,4550.00
2017-01-26,4550.00,4550.00,4550.00,4550.00,000,4550.00
2017-01-25,4550.00,4550.00,4550.00,4550.00,000,4550.00
2017-01-24,4550.00,4550.00,4550.00,4550.00,000,4550.00
2017-01-23,4550.00,4550.00,4550.00,4550.00,000,4550.00
2017-01-20,4500.00,4550.00,4500.00,4550.00,200,4550.00
2017-01-19,3640.00,3640.00,3640.00,3640.00,300,3640.00
2017-01-18,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-17,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-16,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-13,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-12,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-11,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-10,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-09,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-06,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-05,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-04,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-03,4850.00,4850.00,4850.00,4850.00,000,4850.00
2017-01-02,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-30,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-29,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-28,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-27,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-26,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-23,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-22,4850.00,4850.00,4850.00,4850.00,100,4850.00
2016-12-21,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-20,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-19,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-16,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-15,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-14,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-13,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-12,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-09,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-08,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-07,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-06,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-05,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-02,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-12-01,4850.00,4850.00,4850.00,4850.00,000,4850.00
2016-11-30,4700.00,4850.00,4700.00,4850.00,1500,4850.00
2016-11-29,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-28,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-25,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-24,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-23,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-22,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-21,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-18,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-17,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-16,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-15,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-14,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-11,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-10,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-09,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-08,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-07,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-04,4650.00,4650.00,4650.00,4650.00,000,4650.00
2016-11-03,4650.00,4650.00,4650.00,4650.00,100,4650.00
2016-11-02,4700.00,4700.00,4700.00,4700.00,100,4700.00
2016-11-01,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-31,4500.00,4700.00,4400.00,4700.00,1600,4700.00
2016-10-28,4500.00,4500.00,4500.00,4500.00,000,4500.00
2016-10-27,4500.00,4500.00,4500.00,4500.00,000,4500.00
2016-10-26,4500.00,4500.00,4500.00,4500.00,100,4500.00
2016-10-25,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-24,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-21,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-20,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-19,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-18,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-17,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-14,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-13,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-12,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-11,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-10,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-07,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-06,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-10-05,4700.00,4700.00,4700.00,4700.00,1100,4700.00
2016-10-04,4690.00,4690.00,4690.00,4690.00,000,4690.00
2016-10-03,4690.00,4690.00,4690.00,4690.00,000,4690.00
2016-09-30,4690.00,4690.00,4690.00,4690.00,000,4690.00
2016-09-29,4690.00,4690.00,4690.00,4690.00,000,4690.00
2016-09-28,4690.00,4690.00,4690.00,4690.00,000,4690.00
2016-09-27,4600.00,4690.00,4600.00,4690.00,100,4690.00
2016-09-26,4600.00,4600.00,4600.00,4600.00,500,4600.00
2016-09-23,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-22,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-21,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-20,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-19,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-16,4700.00,4700.00,4700.00,4700.00,500,4700.00
2016-09-15,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-14,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-13,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-12,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-09,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-08,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-07,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-06,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-05,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-02,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-09-01,4700.00,4700.00,4700.00,4700.00,000,4700.00
2016-08-31,4300.00,4700.00,4300.00,4700.00,4800,4700.00
2016-08-30,3990.00,4300.00,3990.00,4300.00,2600,4300.00
2016-08-29,3980.00,3980.00,3980.00,3980.00,100,3980.00
